,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5518,9574-RKJIF,0,0,1,1,30,1,1,3,1,1,0,0,1,0,1,1,1,94.4,2838.7,1
1286,8985-OOPOS,1,0,0,0,1,1,0,1,0,0,1,1,1,1,2,0,4,74.1,74.1,0
4344,2200-DSAAL,1,0,0,0,68,1,1,1,0,1,1,0,1,1,3,1,1,80.65,5330.2,0
2749,9086-YJYXS,0,0,1,1,34,1,1,1,0,0,1,0,1,1,2,0,3,77.2,2753.8,0
2410,3503-TYDAY,1,0,1,0,43,1,1,3,0,1,0,0,0,0,1,0,1,80.45,3398.9,0
1106,4159-NAAIX,1,0,0,0,63,1,1,3,0,1,0,0,1,1,3,0,3,97.45,6253,0
167,5997-OPVFA,0,0,1,0,72,1,1,1,1,1,1,1,1,1,3,1,3,89.05,6254.45,0
860,4795-UXVCJ,0,0,0,0,26,1,0,0,-1,-1,-1,-1,-1,-1,2,0,4,19.8,457.3,0
1897,7776-QWNFX,0,1,1,0,30,1,0,1,0,1,0,0,0,0,1,1,3,50.4,1527.5,1
4809,7814-LEEVE,1,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,3,20.3,20.3,0
2941,6176-YJWAS,0,0,1,0,72,1,1,3,1,1,1,0,1,0,3,1,4,97.95,7114.25,0
6939,2758-RNWXS,0,0,0,0,35,1,0,3,1,0,0,1,0,1,2,1,1,89.2,3251.3,0
1901,5777-ZPQNC,1,0,0,0,12,1,0,0,-1,-1,-1,-1,-1,-1,2,0,1,20.15,260.7,0
3058,2858-MOFSQ,1,0,0,1,17,1,1,1,0,0,1,0,0,0,2,1,2,55.85,937.5,1
2201,7951-VRDVK,1,0,0,0,36,1,0,1,1,1,1,1,1,1,2,0,3,85.85,3003.55,0
5649,6147-CBCRA,1,0,1,0,33,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.05,669.45,0
3466,9430-NKQLY,0,0,1,1,72,1,1,0,-1,-1,-1,-1,-1,-1,3,1,4,25.1,1790.8,0
3687,6849-OYAMU,0,0,1,1,19,1,0,3,0,1,0,1,1,1,2,0,3,100.0,1888.65,1
2493,8622-ZLFKO,1,0,1,0,6,1,1,3,0,1,0,0,0,1,1,1,1,90.75,512.25,0
824,4335-BSMJS,1,0,0,0,62,1,1,0,-1,-1,-1,-1,-1,-1,3,1,4,25.8,1563.95,0
3868,1396-QWFBJ,1,0,1,1,21,1,0,3,0,1,0,0,0,0,1,1,3,74.05,1565.7,1
5976,6907-CQGPN,0,0,0,0,29,0,-1,1,0,1,0,1,0,0,1,0,1,34.3,1004.75,0
5356,5701-GUXDC,1,0,1,0,26,0,-1,1,1,0,1,0,0,0,2,0,4,35.4,978.6,0
2364,4559-UWIHT,0,0,1,0,14,1,1,3,0,1,1,0,0,0,1,1,1,82.65,1185,0
6102,9795-NREXC,1,0,1,0,64,1,1,1,1,0,1,1,1,1,3,1,4,85.0,5484.4,0
175,1744-JHKYS,1,0,1,0,34,1,1,0,-1,-1,-1,-1,-1,-1,1,0,1,24.7,780.2,0
5168,6000-APYLU,0,0,0,0,9,1,0,3,0,0,0,0,0,1,1,1,1,80.8,713.1,1
6110,5438-QMDDL,1,0,1,0,19,1,0,1,0,1,0,0,0,1,1,1,2,59.8,1130.85,0
696,0078-XZMHT,0,0,1,0,72,1,1,1,0,1,1,1,1,1,3,1,3,85.15,6316.2,0
3372,2883-ILGWO,0,1,0,0,57,1,1,3,0,1,0,1,1,1,1,1,3,104.9,5913.95,0
4820,5641-DMBFJ,1,0,1,0,58,1,1,1,1,0,1,1,1,1,3,1,1,84.3,4916.4,0
4046,0440-QEXBZ,1,0,0,0,44,1,1,1,0,0,0,0,0,0,1,1,2,50.15,2139.1,0
1775,2307-FYNNL,0,1,0,0,65,1,1,3,1,0,1,1,1,1,3,1,1,109.05,7108.2,0
3597,7011-CVEUC,0,0,1,0,25,1,0,3,0,0,0,1,1,1,1,1,4,95.7,2338.35,0
4929,2055-BFOCC,0,1,1,0,63,1,0,1,1,1,1,1,1,1,2,1,3,84.0,5329.55,0
1027,6732-FZUGP,1,0,0,0,47,1,1,3,1,0,1,0,1,0,2,0,4,94.9,4615.25,0
3956,4587-VVTOX,1,0,1,0,6,1,1,3,0,1,1,0,1,1,1,1,1,105.3,545.2,1
4761,8224-KDLKN,0,0,1,1,72,1,1,0,-1,-1,-1,-1,-1,-1,3,0,3,25.0,1738.9,0
2390,1226-JZNKR,1,0,1,1,8,1,0,0,-1,-1,-1,-1,-1,-1,2,0,1,19.8,160.05,0
2893,7854-EDSSA,0,0,0,0,22,1,1,1,1,1,0,0,0,0,1,0,1,59.0,1254.7,1
584,2393-DIVAI,1,0,0,0,3,1,0,0,-1,-1,-1,-1,-1,-1,1,1,2,20.0,61.7,0
6728,2380-DAMQP,1,0,1,0,72,1,1,3,1,1,1,1,1,1,3,0,1,115.15,8349.7,0
1371,6567-HOOPW,1,1,0,0,1,1,0,3,0,0,0,0,1,0,1,1,1,79.2,79.2,1
2958,2576-HXMPA,1,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,4,19.55,19.55,0
144,1131-QQZEB,0,1,1,0,71,1,1,0,-1,-1,-1,-1,-1,-1,3,0,3,23.95,1756.2,0
1918,2801-NISEI,0,0,0,0,24,1,0,1,1,0,0,1,0,0,1,0,1,54.95,1348.5,0
6302,9250-WYPLL,1,0,0,0,5,1,1,3,0,0,0,0,0,0,1,0,1,75.55,413.65,1
1041,1915-OAKWD,1,0,0,1,16,1,0,0,-1,-1,-1,-1,-1,-1,2,1,3,19.3,360.35,0
1301,9795-SHUHB,1,0,1,1,66,1,0,1,1,1,0,1,0,0,3,1,4,58.2,3810.8,0
4742,8544-JNBOX,0,0,0,0,72,1,0,0,-1,-1,-1,-1,-1,-1,3,1,2,20.8,1521.2,0
1491,8605-ITULD,1,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,19.55,19.55,0
4924,5378-IKEEG,1,0,0,0,1,0,-1,1,0,0,0,0,1,0,1,1,1,35.75,35.75,1
3360,0689-NKYLF,0,0,0,0,13,1,0,3,0,0,1,0,1,0,1,1,1,83.2,1060.6,1
2706,7598-UAASY,0,0,1,0,2,1,0,3,0,0,1,0,0,0,1,0,1,76.4,151.8,1
7034,0639-TSIQW,1,0,0,0,67,1,1,3,1,1,1,0,1,0,1,1,4,102.95,6886.25,1
3497,9799-CAYJJ,1,1,1,0,2,1,0,3,0,0,0,0,0,0,1,1,1,69.3,153.8,0
1680,5451-MHQOF,0,0,1,1,56,1,1,0,-1,-1,-1,-1,-1,-1,2,1,2,24.45,1431.65,0
7,6713-OKOMC,1,0,0,0,10,0,-1,1,1,0,0,0,0,0,1,0,2,29.75,301.9,0
6966,6598-KELSS,0,0,0,1,50,0,-1,1,1,1,0,0,1,0,2,1,3,43.05,2208.05,0
911,7508-SMHXL,1,1,0,0,15,1,1,3,0,1,0,0,1,0,1,0,4,89.0,1288.3,0
3296,2229-VWQJH,1,0,0,0,24,1,0,1,0,0,1,0,0,0,1,1,4,49.3,1233.25,0
4982,7124-UGSUR,1,1,1,0,61,1,1,3,0,1,1,0,1,1,2,1,4,104.4,6405,1
4213,3683-QKIUE,1,0,0,0,6,1,0,1,0,0,0,1,0,0,1,1,3,50.8,288.05,1
739,7503-MIOGA,1,1,1,0,72,1,1,1,1,1,1,1,1,1,3,1,3,89.85,6697.35,0
5895,8033-ATFAS,1,0,1,1,39,1,0,1,0,0,1,0,1,0,1,1,2,59.85,2341.5,0
1676,0793-TWELN,1,0,0,0,4,1,1,3,1,0,0,0,0,0,1,1,1,80.15,319.85,0
3249,4324-BZCKL,1,0,1,1,10,1,0,1,0,1,1,0,0,0,1,1,2,55.55,551.3,0
6776,6120-RJKLU,1,1,1,0,62,1,0,1,1,0,1,1,1,1,3,1,4,79.95,4819.75,0
4624,0325-XBFAC,0,0,0,0,8,1,0,3,0,0,1,0,1,1,1,1,1,94.7,740.3,1
1127,9330-DHBFL,1,0,1,1,23,1,0,1,1,1,1,1,0,0,2,1,2,66.25,1533.8,0
6203,1090-PYKCI,1,0,1,1,69,1,1,3,1,1,1,1,1,0,2,1,4,105.1,7234.8,0
4602,1240-HCBOH,1,0,0,0,67,1,1,0,-1,-1,-1,-1,-1,-1,3,1,2,26.1,1759.55,0
1802,7492-TAFJD,0,0,1,1,7,0,-1,1,1,1,1,0,0,0,3,0,2,38.55,280,0
89,3016-KSVCP,0,0,1,0,29,0,-1,1,0,0,0,0,1,0,1,0,2,33.75,1009.25,0
6821,8784-CGILN,1,0,0,0,18,1,1,3,0,0,0,1,1,1,1,1,3,99.85,1776.95,1
4954,9725-SCPZG,0,0,0,1,1,1,0,3,0,0,0,0,1,1,1,1,1,90.85,90.85,1
3579,6080-TCMYC,0,0,1,1,40,1,1,3,0,0,1,0,0,0,1,1,1,81.2,3292.3,0
2461,7706-YLMQA,1,0,0,0,70,1,0,0,-1,-1,-1,-1,-1,-1,2,0,3,19.7,1341.5,0
4547,5339-TJFEK,0,0,1,1,62,1,1,3,1,1,0,0,1,1,1,1,1,105.5,6487.2,0
6506,5889-LFOLL,1,0,0,0,13,1,1,3,0,0,0,0,0,1,1,1,1,84.6,1115.2,1
4505,6917-FIJHC,1,0,1,0,72,1,1,0,-1,-1,-1,-1,-1,-1,3,1,2,26.0,1776,0
5058,1376-HHBDV,1,0,0,0,30,1,0,1,1,0,0,0,0,0,1,1,2,48.8,1536.75,0
2273,0219-QAERP,0,0,1,0,30,1,0,0,-1,-1,-1,-1,-1,-1,2,0,4,19.8,576.65,0
577,8270-RKSAP,0,0,0,0,9,1,0,3,0,0,0,0,0,0,1,1,1,70.5,597.9,0
5297,7647-GYYKX,1,0,1,1,54,1,0,0,-1,-1,-1,-1,-1,-1,3,1,3,20.35,1092.35,0
3806,0650-BWOZN,1,1,0,0,18,1,0,3,0,1,0,0,0,0,1,1,1,73.55,1359.45,0
745,2499-AJYUA,1,1,1,0,72,1,1,3,0,1,1,1,1,1,3,1,4,110.8,7882.25,0
7038,6840-RESVB,0,0,1,1,24,1,1,1,1,0,1,1,1,1,2,1,2,84.8,1990.5,0
4835,2360-RDGRO,0,0,1,0,65,1,1,3,1,0,1,0,1,1,1,1,1,104.25,6812.95,0
1797,0839-QNXME,1,0,0,0,30,1,0,0,-1,-1,-1,-1,-1,-1,3,0,4,19.4,578.5,0
5607,2460-FPSYH,1,1,0,0,40,0,-1,1,1,1,0,0,1,1,1,1,1,55.8,2109.35,1
6888,3191-CSNMG,1,0,1,1,3,1,0,3,0,0,0,0,1,0,1,1,1,80.7,239.45,0
782,0285-INHLN,0,0,1,1,27,1,0,1,1,1,0,0,0,0,1,1,4,54.75,1510.3,0
5271,6507-DTJZV,0,0,0,1,13,1,0,1,0,0,0,0,1,1,1,0,4,66.4,831.75,0
831,9650-VBUOG,0,0,1,1,38,1,1,0,-1,-1,-1,-1,-1,-1,3,0,4,25.05,963.95,0
3645,1991-VOPLL,1,0,0,0,9,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,19.05,157.65,0
1515,1921-KYSAY,1,0,0,0,41,1,1,1,0,0,1,1,0,1,2,1,1,68.6,2877.05,0
3518,8393-JMVMB,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,19.45,19.45,0
5746,4817-QRJSX,1,0,0,0,10,1,1,3,0,1,0,0,0,0,1,1,4,81.0,818.05,1
6967,8739-WWKDU,0,1,0,0,25,1,1,3,0,1,0,0,1,0,1,1,1,89.5,2196.15,1
4662,4018-KJYUY,0,0,0,1,22,1,0,0,-1,-1,-1,-1,-1,-1,1,0,4,20.15,432.5,0
5577,4163-HFTUK,0,0,0,0,51,1,0,0,-1,-1,-1,-1,-1,-1,2,0,1,19.1,1007.8,0
3504,3678-MNGZX,0,0,1,1,68,1,0,0,-1,-1,-1,-1,-1,-1,3,0,3,19.95,1377.7,0
4767,1064-FBXNK,0,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,2,0,4,19.85,19.85,0
1586,3766-EJLFL,1,0,1,1,68,1,1,3,1,0,1,1,1,1,3,1,3,109.05,7508.55,0
6370,2869-ADAWR,1,0,0,0,45,1,1,3,0,1,0,0,1,0,1,1,4,89.3,4016.85,1
770,7706-DZNKK,0,0,0,0,11,1,0,0,-1,-1,-1,-1,-1,-1,1,1,4,20.45,237.3,0
857,2207-NHRJK,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,50.8,50.8,1
4197,5934-RMPOV,1,0,0,1,22,1,1,3,0,0,0,0,0,1,1,1,1,84.75,1816.75,0
3972,5382-TEMLV,0,0,0,0,45,1,0,1,1,0,0,0,0,0,1,1,3,50.9,2298.55,0
6016,4250-ZBWLV,0,0,0,0,68,1,1,3,0,1,1,1,1,1,2,0,1,108.45,7176.55,1
892,6259-WJQLC,0,1,0,0,32,1,1,3,0,0,1,0,0,0,1,1,4,81.1,2619.25,0
4077,0916-QOFDP,1,1,1,1,14,1,1,3,0,0,0,0,1,1,1,1,1,95.8,1346.3,0
3064,7855-DIWPO,1,0,0,0,21,1,0,3,0,0,0,0,0,0,1,1,1,68.65,1493.2,0
764,7969-FFOWG,0,0,1,1,65,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.9,1292.6,0
3383,8185-UPYBR,0,0,1,0,6,1,1,3,0,0,0,0,0,0,1,1,1,75.5,438,1
4615,9499-XPZXM,1,0,1,0,72,1,1,1,1,1,0,1,0,0,3,0,3,64.75,4804.75,0
1076,4121-AGSIN,1,0,1,1,58,1,1,0,-1,-1,-1,-1,-1,-1,2,1,4,24.5,1497.9,0
348,6243-OZGFH,1,0,0,0,23,0,-1,1,0,0,0,0,1,1,1,1,1,44.95,996.85,0
5644,9444-JTXHZ,0,0,1,0,1,1,0,3,0,0,1,0,0,0,1,0,1,76.2,76.2,1
2826,3638-DIMPH,1,0,1,0,13,1,0,1,0,0,0,0,0,0,2,0,1,43.8,592.65,0
3363,3474-BAFSJ,0,0,1,0,57,0,-1,1,0,1,1,1,1,1,3,1,3,57.5,3265.95,0
4031,8309-PPCED,1,0,1,0,72,1,1,3,0,1,1,1,1,1,3,1,3,110.45,7982.5,0
1189,3916-NRPAP,0,0,0,0,3,1,0,3,0,0,1,0,0,1,1,0,4,85.7,256.75,0
1043,4883-QICIH,0,0,1,1,32,1,0,3,0,0,0,0,0,0,1,1,3,69.75,2347.9,1
5557,6918-UMQCG,1,0,0,0,5,1,0,3,0,0,0,0,1,0,1,0,1,80.2,384.25,0
568,0939-YAPAF,1,0,0,0,35,1,1,3,0,0,1,0,1,1,1,1,1,100.25,3527.6,1
5243,7661-CPURM,0,0,0,0,19,1,0,3,0,0,0,1,0,1,2,1,4,87.7,1725.95,0
449,1090-ESELR,0,0,1,1,72,1,0,3,1,1,0,1,1,1,3,0,3,105.5,7611.55,0
5890,0383-CLDDA,1,0,0,0,69,1,1,1,1,0,1,1,1,1,3,1,4,85.35,5897.4,0
6825,5022-KVDQT,0,0,0,0,27,1,1,3,0,0,1,0,0,0,1,1,1,81.3,2272.8,0
2758,2439-QKJUL,0,0,0,0,5,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.25,109.8,0
1333,0121-SNYRK,0,0,0,0,50,0,-1,1,1,0,0,1,0,0,2,1,2,35.4,1748.9,0
6560,9801-NOSHQ,0,0,0,1,23,1,0,0,-1,-1,-1,-1,-1,-1,2,0,2,19.8,465.45,0
5323,1448-CYWKC,1,0,1,1,58,1,1,3,0,1,1,0,1,1,2,1,4,105.2,6225.4,0
1174,6994-ORCWG,1,0,0,0,14,1,1,1,0,1,0,0,0,0,2,1,2,54.25,773.2,0
4793,2284-VFLKH,0,0,1,0,49,1,0,3,0,0,1,1,1,1,2,1,4,99.25,4920.8,0
3242,3717-FDJFU,0,0,0,1,5,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,20.45,106.9,0
4205,6427-FEFIG,1,0,1,1,24,1,1,1,1,0,1,0,1,1,3,0,4,78.6,1846.65,0
2513,9565-AXSMR,0,0,1,1,52,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.2,1054.75,0
3501,8295-KMENE,1,0,1,1,59,1,1,1,1,0,1,1,1,0,3,1,2,76.45,4519.5,0
6184,3413-CSSTH,0,0,0,0,41,1,1,1,0,0,1,0,0,0,1,1,3,55.7,2237.55,0
6899,3926-CUQZX,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,3,45.1,45.1,1
4873,2320-YKQBO,1,0,0,0,7,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,19.3,144.95,0
1719,2081-VEYEH,0,0,0,0,3,1,0,3,0,1,1,1,1,1,1,1,1,107.95,318.6,0
3470,6483-OATDN,0,0,1,1,8,1,0,1,1,0,0,0,0,0,1,1,4,51.3,411.6,0
1445,3211-AAPKX,0,0,0,0,20,1,1,3,0,0,0,1,1,1,1,1,2,98.55,2031.95,0
2240,3398-GCPMU,1,1,1,1,72,1,1,1,1,1,1,1,1,1,3,1,4,89.55,6448.85,0
666,7538-GWHML,1,0,0,0,2,1,0,3,0,0,0,0,0,0,1,0,1,69.65,145.15,1
1256,2226-ICFDO,1,0,1,1,72,1,1,1,1,0,1,1,1,1,3,1,4,85.9,6110.75,0
721,8434-VGEQQ,0,0,1,1,61,1,0,0,-1,-1,-1,-1,-1,-1,3,0,4,20.55,1305.95,0
5924,2236-HILPA,0,0,1,1,62,1,0,0,-1,-1,-1,-1,-1,-1,3,0,4,20.65,1218.45,0
6819,3005-NFMTA,0,1,0,0,55,1,1,3,1,0,0,0,1,1,1,1,1,98.8,5617.75,1
7009,7703-ZEKEF,0,0,0,0,23,1,1,3,0,0,1,0,0,0,1,1,1,81.0,1917.1,1
5970,4853-OITSN,0,0,1,0,5,1,1,3,1,0,0,0,0,1,1,1,1,89.15,413.25,0
6531,4923-ADWXJ,1,0,0,0,25,1,0,1,0,1,0,1,0,1,1,1,3,65.8,1679.65,0
5318,2498-XLDZR,1,0,1,1,32,1,0,1,1,1,1,1,0,1,3,0,2,73.6,2316.85,0
3575,9501-UKKNL,0,0,0,0,59,0,-1,1,0,0,0,1,1,1,1,1,1,51.7,3005.8,0
3958,4652-NNHNY,0,0,1,0,16,1,1,3,0,0,0,0,0,0,1,1,3,73.85,1284.2,1
5115,6374-AFWOX,0,0,1,0,46,1,0,1,1,1,1,1,0,0,3,0,2,65.65,3047.15,0
4237,6715-OFDBP,0,0,0,0,5,1,0,1,0,0,1,0,1,1,1,1,1,70.05,346.4,1
4706,6595-COKXZ,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,44.45,44.45,1
1663,5364-XYIRR,0,0,1,0,51,1,1,3,0,0,0,0,1,1,1,1,1,94.65,4812.75,1
3284,7586-ZATGZ,0,0,0,0,40,1,1,3,0,0,0,0,1,0,1,1,1,84.9,3369.05,0
6726,0685-MLYYM,1,1,0,0,2,1,0,3,0,0,0,0,0,0,1,0,1,70.75,154.85,1
2840,7299-GNVPL,1,0,1,1,23,1,0,3,1,1,0,1,0,0,1,0,2,84.4,1936.85,0
3562,1624-NALOJ,0,1,0,0,5,1,1,3,0,1,0,0,0,1,1,1,1,89.8,502.6,1
6313,0754-UKWQP,0,0,0,0,2,1,0,3,0,0,1,0,1,1,1,1,1,95.85,197.7,1
1944,0420-BWTPW,0,0,0,1,8,0,-1,1,0,0,0,0,0,0,1,0,2,25.5,215.2,1
3327,9494-BDNNC,0,0,1,0,66,1,1,3,0,1,1,0,0,1,2,0,1,95.3,6273.4,0
5999,6733-LRIZX,0,0,0,0,35,1,1,3,1,0,1,1,1,1,3,1,1,108.95,4025.5,0
3991,1731-TVIUK,1,0,0,0,4,1,1,3,0,1,0,1,0,1,1,1,1,93.5,362.2,1
3577,7541-YLXCL,0,0,0,0,36,1,0,1,0,1,0,1,0,1,2,1,2,65.4,2498.4,1
5935,2931-FSOHN,0,1,0,0,13,1,0,1,0,1,0,0,1,0,1,1,1,59.9,788.35,0
2359,2616-UUTFK,0,0,1,0,33,1,1,1,1,1,1,0,1,0,1,1,3,72.75,2447.45,0
5800,7129-CAKJW,1,0,0,0,17,1,1,3,0,0,1,0,0,0,1,0,3,80.05,1345.65,0
3170,7272-QDCKA,0,0,0,0,28,1,1,3,0,1,0,0,1,1,2,0,1,100.2,2688.45,0
2462,2585-KTFRE,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,3,70.45,70.45,0
5043,4325-NFSKC,0,1,0,0,19,1,1,3,1,0,0,0,1,0,1,1,1,90.6,1660,1
6227,2842-JTCCU,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,3,46.05,80.35,1
4883,5233-GEEAX,0,1,0,0,8,0,-1,1,0,0,1,0,0,0,1,1,1,29.4,221.9,1
1958,3737-XBQDD,0,0,0,0,24,1,1,3,0,1,1,0,0,0,1,1,3,84.85,2048.8,0
6233,6394-HHHZM,0,0,0,0,3,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.7,57.5,0
3657,8450-LUGUK,1,0,1,1,37,1,1,0,-1,-1,-1,-1,-1,-1,3,1,3,24.1,861.85,0
2430,1821-BUCWY,0,0,0,0,30,1,0,1,1,0,1,0,0,0,3,1,2,55.65,1653.85,0
5175,7813-TKCVO,1,0,1,0,20,1,0,0,-1,-1,-1,-1,-1,-1,2,0,2,20.35,393.15,0
6312,7055-VKGDA,0,0,0,0,54,1,0,3,1,1,0,1,1,1,2,1,4,105.4,5643.4,1
1269,8480-PPONV,0,0,1,1,62,1,1,3,1,1,1,1,1,1,3,0,3,115.55,7159.05,0
4252,5939-XAIXZ,1,0,0,0,19,1,1,1,0,0,1,0,0,0,1,1,2,56.1,1033.9,0
4174,3285-UCQVC,1,0,0,0,37,0,-1,1,0,0,0,1,0,0,1,0,4,28.6,973.55,1
3423,2947-DOMLJ,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,2,50.6,50.6,1
5188,1028-FFNJK,0,1,1,0,30,1,1,3,0,0,0,1,1,1,1,1,1,101.5,2917.65,0
1870,3566-HJGPK,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,45.55,45.55,0
3799,2930-UOTMB,1,0,0,0,31,1,1,1,1,0,1,1,0,0,1,0,4,65.25,1994.3,1
3904,4803-LBYPN,0,0,1,1,34,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.8,635.9,0
127,6734-PSBAW,0,0,1,0,72,1,1,0,-1,-1,-1,-1,-1,-1,3,1,3,23.55,1723.95,0
1273,9681-KYGYB,0,1,1,0,49,1,1,3,1,1,1,0,0,0,1,1,1,88.2,4159.45,0
997,1374-DMZUI,1,1,0,0,4,1,1,3,0,0,0,0,1,1,1,1,1,94.3,424.45,1
1891,4193-ORFCL,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2,45.1,45.1,1
2999,1038-RQOST,0,0,1,1,19,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.6,414.95,0
2982,5266-PFRQK,0,0,1,1,52,1,0,0,-1,-1,-1,-1,-1,-1,2,1,4,20.85,1071.6,0
3628,5186-EJEGL,0,0,0,0,9,1,0,1,1,0,1,1,1,0,1,1,2,69.5,653.25,0
2263,2506-CLAKW,1,0,0,0,6,1,0,3,1,1,1,1,0,1,1,1,3,98.15,567.45,1
5781,1818-ESQMW,1,0,0,0,27,1,0,3,0,0,1,1,0,1,1,1,1,89.2,2383.6,0
3257,5482-VXSXJ,0,0,0,0,22,1,0,3,0,1,0,0,1,1,1,1,2,93.2,2157.3,0
3795,1508-DFXCU,0,0,0,0,12,1,0,3,0,0,0,0,1,0,1,1,1,81.45,912,0
4989,0909-SDHNU,1,0,0,1,7,0,-1,1,1,0,0,0,0,0,1,0,2,29.8,201.95,0
3419,1063-DHQJF,0,0,1,1,69,1,0,3,0,1,0,1,1,0,3,1,2,92.15,6480.9,0
6171,1658-XUHBX,1,1,1,1,59,1,1,3,0,0,1,0,0,1,1,1,4,88.75,5348.65,0
1575,2003-CKLOR,0,0,0,0,66,1,0,3,0,1,1,0,1,1,1,0,1,99.5,6710.5,1
5968,9033-EOXWV,1,0,0,0,12,1,1,1,0,0,0,1,1,1,2,0,2,74.05,872.65,1
3269,2662-NNTDK,0,0,0,0,65,1,1,0,-1,-1,-1,-1,-1,-1,2,0,4,24.8,1600.95,0
3815,9306-CPCBC,1,0,0,0,3,1,1,3,0,0,0,0,0,0,1,1,1,74.25,210.3,1
2525,3133-PZNSR,0,0,1,1,72,1,1,3,1,1,0,1,0,1,3,1,4,97.75,6991.6,0
7016,1471-GIQKQ,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,49.95,49.95,0
1231,0384-RVBPI,0,0,0,0,20,1,0,1,1,0,1,0,0,1,1,0,4,64.4,1398.6,0
1817,5663-QBGIS,0,1,1,0,72,1,1,3,0,1,0,0,1,1,3,0,3,98.35,6929.4,0
1629,3533-UVMOM,0,0,1,0,68,1,0,1,1,1,1,0,0,1,3,0,3,70.95,4741.45,0
3451,5397-TUPSH,0,1,1,0,65,1,0,3,0,0,0,0,0,0,2,1,3,70.95,4555.2,0
2042,7361-YPXFS,1,1,0,0,28,1,1,1,0,1,1,1,0,0,1,0,3,64.45,1867.6,0
3606,2623-DRYAM,1,0,1,0,70,1,1,3,0,0,1,0,1,1,2,1,1,101.75,7069.3,0
2636,0907-HQNTS,1,1,1,0,70,1,1,3,1,1,1,1,1,1,3,1,4,113.0,7987.6,0
6152,7562-GSUHK,1,0,0,0,16,1,0,3,0,1,1,0,0,1,1,1,4,93.2,1573.7,1
2818,4831-EOBFE,0,0,1,1,29,1,0,3,1,0,0,0,1,1,1,0,4,94.65,2649.15,1
1568,3292-PBZEJ,0,1,0,0,11,1,1,3,0,1,1,1,1,1,1,1,1,111.4,1183.05,0
6492,9548-LERKT,0,0,1,0,24,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.75,483.15,0
1895,3638-VBZTA,0,0,0,1,68,1,1,1,1,1,0,1,1,1,3,1,3,86.5,5882.75,0
4208,9955-QOPOY,0,0,1,0,69,0,-1,1,0,1,1,1,1,1,2,1,4,60.8,4263.4,0
4719,0362-ZBZWJ,0,0,0,0,36,1,1,3,0,0,0,0,0,1,1,1,1,84.9,3067.2,1
4540,6728-WYQBC,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,3,20.95,20.95,0
91,2424-WVHPL,0,1,0,0,1,1,0,3,0,0,0,1,0,0,1,0,1,74.7,74.7,0
5902,7054-ENNGU,1,0,1,0,9,1,0,1,0,1,0,0,0,0,1,0,2,50.85,466.6,0
4655,5985-TBABQ,1,0,0,0,32,1,1,1,1,0,0,0,1,1,2,0,2,74.75,2282.95,0
3123,6692-YQHXC,0,0,0,0,16,1,0,3,0,0,0,0,0,0,1,1,4,69.95,1205.5,0
3407,1167-OYZJF,1,1,1,0,67,1,0,0,-1,-1,-1,-1,-1,-1,3,1,3,20.05,1263.05,0
4663,0722-TROQR,1,1,0,0,4,1,1,3,0,0,0,0,0,0,1,1,1,74.9,321.75,1
5236,7025-IWFHT,0,0,0,0,41,1,0,3,0,1,0,1,1,0,2,1,1,89.55,3729.75,0
5023,6653-CBBOM,1,0,0,0,1,1,0,3,0,0,0,0,0,0,1,1,1,70.3,70.3,1
3650,5699-BNCAS,0,1,0,0,71,1,1,0,-1,-1,-1,-1,-1,-1,3,1,2,24.65,1766.75,0
